egs-序号,egs-考点,egs-分值,egs-时间限制,egs-填空题输入大小,egs-题型,egs-试卷类别,egs-基本题型,egs-选项与解析,egs-是否依赖上级父题目,egs-子题目是否可以随机出现,egs-Directions材料题干,egs-Egs对应标签题型,egs-标题
"","","","","","Multiple Choice","大学英语四级","选择题","0--coloration &&1--contrast&&0--subtlety&&0--portraiture","0","2","A striking juxtaposition of black and white made Pablo Picasso's <i><b>Guernica</b></i> a study in _______.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--timidity&&0--celebrity&&1--irritability&&0--reclusiveness","0","2","Because of her_______,Queen Victoria was unendingly confronted by artists wishing to paint her picture.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--apparent&&1--luminous&&0--monotonous&&0--translucent","0","2","The light we see in the sky takes time to travel to Earth and often comes from ________ stars that, in reality, no longer exist.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--surmise&&0--discard&&0--illuminate&&0--rupture","0","2","One may ________ that the most important considerations when studying light include wavelength and intensity.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--thoroughly&&0--intentionally&&0--rarely&&1--normally","0","2","When we say that vocal chords emit sound, we ________ mean they release vibrations that eventually cause vibrations in our ears.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--transparent&&0--thick&&0--opaque&&0--obscure","0","2","Clear glass is ________ because it transmits light rays without diffusing them.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--interchangeable&&0--subtle&&1--discrete&&0--intangible","0","2","There are millions of different sounds in everyday life with ________ characteristics such as frequency and pitch.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--obscure&&1--translucent&&0--light&&0--dark","0","2","The frosted glass of a light bulb is an example of a ________ substance, which allows some light rays to pass through.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--concealed&&1--emitted&&0--absorbed&&0--magnetized","0","2","The motion-sensing feature on most security systems detects infrared energy ________ by anything with a body temperature of about 93 degrees Fahrenheit.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--strategy   &&1--ability &&0--phenomenon &&0--criterion","0","2","Fact-checking is a crucial <b>skill</b> of all editors; without it, readers would find countless errors and learn erroneous information.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--timidity&&1--celebrity &&0--irritability&&0--reclusiveness","0","2","Because of her ________, Queen Victoria was unendingly confronted by artists wishing to paint her picture.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--defective &&0--unfruitful&&1--flawless&&0--common","0","2","El Greco owed his fame to his ________ technique and vivid imagination.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--raze&&0--lace&&1--decorate &&0--reform","0","2","It was the curator’s job to ________ the gallery in preparation for the upcoming art show.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--sculpture &&0--passageway&&0--edifice&&0--atlas","0","2","The ________, carefully positioned in a far corner of the basilica, stood out from the two-dimensional paintings surrounding it on the walls.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--improvisation&&0--authenticity&&0--improvement&&1--imitation","0","2","While the painting appeared to be the work of Rembrandt van Rijn, closer study revealed it to be an ________.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--coloration&&1--contrast&&0--subtlety&&0--portraiture","0","2","A striking juxtaposition of black and white made Pablo Picasso’s Guernica a study in ________.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--paintbrush&&0--chisel&&0--canvas &&1--mirror","0","2","Vincent van Gogh used a ________ as he worked in order to study the contours of his face as he created his self-portrait.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--factor&&0--oddity&&0--drawback&&0--signal","0","2","The most important ________ in many Renaissance sculptors’ success was their use of physically attractive models.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--pigment&&0--fragment&&0--liquid&&0--flavor","0","2","The unique shade of blue used in the artist’s most famous works was a ________ taken from the blossom of a rare Egyptian tree. ","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--press&&1--soak&&0--flash&&0--crack","0","2","The key to maintaining brushes is to ________ them well before washing off the paint.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--transportation&&0--deportation&&0--concentration&&0--excavation","0","2","The museum’s curator preferred to oversee the ________ details for the traveling exhibit himself.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--fear&&1--desire&&0--celebrity&&0--publicity","0","2","The ________ for fame and fortune was a secondary motivation for many Impressionist artists.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--memory&&0--shade&&0--attitude&&1--appearance","0","2","The Hellenistic sculpture in the great hall had a life-like ________ that dominated the room.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--vibrant&&0--amazing&&1--reliable&&0--committed","0","2","Many aspiring print journalists are required to intern at a <b>credible</b> publication for one or two years in order to refine essential skills.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--excellence&&0--inquiry&&0--difference&&0--charity","0","2","Magazines of <b>distinction</b> have highly qualified editors who coach new authors on topics such as research and writing.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--employ&&1--retrieve&&0--contradict&&0--support","0","2","One of the simplest ways to conduct research for potential story topics is to <b>access</b> recent news articles online.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--basic&&0--uncommon&&0--disappointing&&0--certain","0","2","A <b>rudimentary</b> mistake of young writers just starting out in the field is to get too focused on one point of view in a story.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--general&&0--accurate&&1--neutral&&0--specific","0","2","Ideally, reports should strive to be <b>impartial</b>; in order to fully understand any situation, it is important to evaluate both sides of the issue.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--instigate&&0--dismiss&&0--create &&1--uncover","0","2","According to many readers, the best newspaper articles <b>expose</b> some kind of truth about society or human nature.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--strategy&&1--ability&&0--phenomenon&&0--criterion","0","2","Fact-checking is a crucial <b>skill</b> of all editors; without it, readers would find countless errors and learn erroneous information.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--serious &&0--misguided&&0--ancient&&1--typical","0","2","Another <b>classic</b> problem of beginning writers is how to best tackle controversial topics.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--blunt &&0--adamant &&0--arrogant&&0--didactic","0","2","The general public is generally not interested in reading articles written by <b>outspoken</b>, opinionated writers.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--timidity&&1--celebrity&&0--irritability&&0--reclusiveness","0","2","Because of her ________, Queen Victoria was unendingly confronted by artists wishing to paint her picture.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--defective&&0--unfruitful &&1--flawless&&0--common","0","2","El Greco owed his fame to his ________ technique and vivid imagination.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--raze&&0--lace&&1--decorate&&0--reform","0","2","It was the curator’s job to ________ the gallery in preparation for the upcoming art show.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--sculpture&&0--passageway&&0--edifice&&0--atlas","0","2","The ________, carefully positioned in a far corner of the basilica, stood out from the two-dimensional paintings surrounding it on the walls.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--improvisation&&0--authenticity&&0--improvement &&1--imitation","0","2","While the painting appeared to be the work of Rembrandt van Rijn, closer study revealed it to be an ________.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--vibrant&&0--amazing&&1--reliable&&0--committed","0","2","Many aspiring print journalists are required to intern at a <strong>credible</strong> publication for one or two years in order to refine essential skills.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--1&&0--1&&1--1&&0--1","0","2","Many aspiring print journalists are required to intern at a <b>credible</b> publication for one or two years in order to refine essential skills.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--timidity    &&1--celebrity &&0--irritability &&0--reclusiveness","0","2","Because of her ________, Queen Victoria was unendingly confronted by artists wishing to paint her picture.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--defective   &&0--unfruitful&&1--flawless &&0--common","0","2","El Greco owed his fame to his ________ technique and vivid imagination.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--raze      &&0--lace&&1--decorate&&0--reform","0","2","It was the curator’s job to _________ the gallery in preparation for the upcoming art show.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--sculpture   &&0--passageway&&0--edifice &&0--atlas","0","2","The ________, carefully positioned in a far corner of the basilica, stood out from the two-dimensional paintings surrounding it on the walls.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0-- improvisation   &&0--authenticity &&0--improvement &&1--imitation","0","2","While the painting appeared to be the work of Rembrandt van Rijn, closer study revealed it to be an ________.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--coloration   &&1--contrast &&0--subtlety&&0--portraiture","0","2","A striking juxtaposition of black and white made Pablo Picasso’s Guernica a study in ________.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--paintbrush   &&0--chisel&&0--canvas &&1--mirror","0","2","Vincent van Gogh used a ________ as he worked in order to study the contours of his face as he created his self-portrait.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--factor   &&0--oddity&&0--drawback &&0--signal
","0","2","The most important ________ in many Renaissance sculptors’ success was their use of physically attractive models.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--pigment  &&0--fragment&&0--liquid &&0--flavor
","0","2","The unique shade of blue used in the artist’s most famous works was a ________ taken from the blossom of a rare Egyptian tree. ","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--press&&1--soak&&0--flash&&0--crack
","0","2","The key to maintaining brushes is to ________ them well before washing off the paint.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--transportation&&0--deportation &&0--concentration  &&0--excavation
","0","2","The museum’s curator preferred to oversee the ________ details for the traveling exhibit himself.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--fear&&1--desire&&0--celebrity&&0--publicity
","0","2","The ________ for fame and fortune was a secondary motivation for many Impressionist artists. ","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--memory   &&0--shade&&0--attitude&&1--appearance","0","2","The Hellenistic sculpture in the great hall had a life-like ________ that dominated the room.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--excellence   &&0--inquiry&&0--difference&&0--charity","0","2","Magazines of <b>distinction</b> have highly qualified editors who coach new authors on topics such as research and writing.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--employ   &&1--retrieve&&0--contradict&&0--support","0","2","One of the simplest ways to conduct research for potential story topics is to <b>access</b> recent news articles online.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--basic&&0--uncommon   &&0--disappointing &&0--certain","0","2","A <b>rudimentary</b> mistake of young writers just starting out in the field is to get too focused on one point of view in a story.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--instigate   &&0--dismiss&&0--create &&1--uncover","0","2","According to many readers, the best newspaper articles <b>expose</b> some kind of truth about society or human nature.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--general  &&0--accurate &&1--neutral&&0--specific","0","2","Ideally, reports should strive to be <b>impartial</b>; in order to fully understand any situation, it is important to evaluate both sides of the issue.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--serious   &&0--misguided&&0--ancient &&1--typical","0","2","Another <b>classic</b> problem of beginning writers is how to best tackle controversial topics.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--blunt   &&0--adamant&&0--arrogant&&0--didactic","0","2","The general public is generally not interested in reading articles written by <b>outspoken</b>, opinionated writers.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--timidity&&1--celebrity&&0--irritability&&0--reclusiveness","0","2","Because of her ________, Queen Victoria was unendingly confronted by artists wishing to paint her picture.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--defective&&0--unfruitful&&1--flawless&&0--common","0","2","El Greco owed his fame to his ________ technique and vivid imagination.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--raze&&0--lace&&1--decorate&&0--reform","0","2","It was the curator’s job to ________ the gallery in preparation for the upcoming art show.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--sculpture&&0--passageway&&0--edifice&&0--atlas","0","2","The ________, carefully positioned in a far corner of the basilica, stood out from the two-dimensional paintings surrounding it on the walls.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--improvisation&&0--authenticity&&0--improvement&&1--imitation","0","2","While the painting appeared to be the work of Rembrandt van Rijn, closer study revealed it to be an________.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--coloration&&1--contrast&&0--subtlety&&0--portraiture","0","2","A striking juxtaposition of black and white made Pablo Picasso’s Guernica a study in ________.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--paintbrush&&0--chisel&&0--canvas&&1--mirror","0","2","Vincent van Gogh used a ________ as he worked in order to study the contours of his face as he created his self-portrait.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--factor&&0--oddity&&0--drawback&&0--signal","0","2","The most important ________ in many Renaissance sculptors’ success was their use of physically attractive models.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--pigment&&0--fragment&&0--liquid&&0--flavor","0","2","The unique shade of blue used in the artist’s most famous works was a ________ taken from the blossom of a rare Egyptian tree.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--press&&1--soak&&0--flash&&0--crack","0","2","The key to maintaining brushes is to ________ them well before washing off the paint.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--transportation&&0--deportation&&0--concentration&&0--excavation","0","2","The museum’s curator preferred to oversee the ________ details for the traveling exhibit himself.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--fear&&1--desire&&0--celebrity&&0--publicity","0","2","The ________ for fame and fortune was a secondary motivation for many Impressionist artists.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--memory&&0--shade&&0--attitude&&1--appearance","0","2","The Hellenistic sculpture in the great hall had a life-like ________ that dominated the room.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--vibrant&&0--amazing&&1--reliable&&0--committed","0","2","Many aspiring print journalists are required to intern at a <u>credible</u> publication for one or two years in order to refine essential skills.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--excellence&&0--inquiry&&0--difference&&0--charity","0","2","Magazines of <u>distinction</u> have highly qualified editors who coach new authors on topics such as research and writing.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--employ&&1--retrieve&&0--contradict&&0--support","0","2","One of the simplest ways to conduct research for potential story topics is to <u>access</u> recent news articles online.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--basic&&0--uncommon&&0--disappointing   &&0--certain","0","2","A <u>rudimentary</u> mistake of young writers just starting out in the field is to get too focused on one point of view in a story.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--general   &&0--accurate   &&1--neutral   &&0--specific","0","2","Ideally, reports should strive to be <u>impartial</u>; in order to fully understand any situation, it is important to evaluate both sides of the issue.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--instigate   &&0--dismiss   &&0--create   &&1--uncover","0","2","According to many readers, the best newspaper articles <u>expose</u> some kind of truth about society or human nature.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--strategy   &&1--ability   &&0--phenomenon   &&0--criterion","0","2","Fact-checking is a crucial <u>skill</u> of all editors; without it, readers would find countless errors and learn erroneous information.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--serious   &&0--misguided   &&0--ancient   &&1--typical","0","2","Another <u>classic</u> problem of beginning writers is how to best tackle controversial topics.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--blunt   &&0--adamant   &&0--arrogant   &&0--didactic","0","2","The general public is generally not interested in reading articles written by <u>outspoken</u>, opinionated writers.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--erased   &&0--wiped &&1--applied&&0--stamped","0","2","Edouard Manet ________ each brush stroke of color with deliberate intensity for a striking effect.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--distract  &&0--simulate &&1--fascinate&&0--change","0","2","The trick to writing a successful article is to be able to simultaneously <u>intrigue</u> the reader as well as present factual information.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--mention&&1--assess&&0--dream&&0--treat","0","2","It is often difficult to ________ the value of an artist’s opus without a working knowledge of the time period in which it was produced.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--drawbacks&&0--detriments&&1--hallmarks&&0--orders","0","2","Many scholars consider rectilinear streets and the extensive use of housing blocks to be ________ of the work of the ancient Greek planner Hippodamos of Miletus.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--grudging&&1--mutual&&0--irresistible&&0--irreversible","0","2","Roman and Etruscan designers had a great deal of ________ respect for each other’s talents when it came to urban planning.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--assent&&0--criticism&&0--right&&0--forgiving","0","2","Designers must receive the ________ of their managing directors before they are permitted to propose new projects.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--urban&&0--isolated&&0--arid&&0--ebullient","0","2","“Greater” Tel Aviv is a major ________ area in central Israel; designed by Patrick Geddes, it is considered one of the Middle East’s most modern cities.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--insipid&&0--unique&&0--distinct&&1--comparable","0","2","After failing to distinguish the two city maps, the cartographer realized that they were in fact remarkably ________ in design.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--theory&&0--pillar&&0--account&&1--link","0","2","The ________ between the wide, perpendicular streets of Manhattan and winding roads in other districts of New York is the influence of Dutch designers.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--studio&&0--skyscraper&&1--courtyard&&0--hallway","0","2","Walking through a small gate, she was astonished to discover that the building opened into a ________ filled with trees and fountains.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--tragically&&0--accurately&&0--understandably&&1--relatively","0","2","Compared to transportation systems in other cities, the Tokyo Subway System is ________ more complex.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--journey&&1--endeavor&&0--nightmare&&0--failure","0","2","In his ________ to meet with the architects, he found the difficulties of obtaining a visa very discouraging.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--irreversible&&0--fortunate&&0--desirable&&0--strategic","0","2","The surveyor’s camera had accidentally fallen open when it dropped on the ground, causing ________ damage to the film.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--initial&&1--master&&0--secondary&&0--atypical","0","2","The ________ plan for capital cities typically includes monuments, buildings, a radial street pattern, and room for public spaces.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--vanities&&0--trials&&0--stations&&1--conditions","0","2","The <u>circumstances</u> surrounding the publication of gossip stories concerning the elite are often semi-legal and murky.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--gather&&0--propagate&&0--circulate&&0--distribute","0","2","Reporters <u>assemble</u> facts and quotes from credible sources in order to make their stories engaging.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--foundation&&0--fabrication&&0--creation&&1--asset","0","2","The contents of a publication are copyrighted to protect intellectual <u>property</u>-the ideas, facts, and style of expression used to convey information.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--exclusive story&&0--detailed article
&&0--well-written prose&&0--specialized prize
","0","2","Reporters are competitive writers who are always on the lookout for a major <u>scoop</u> that will set them apart from the rest of their peers.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--obscurity&&0--suppression&&1--account&&0--prescription","0","2","This month’s issue of the magazine published an article with a detailed <u>description</u> of the current political scandal.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--knowledgeable&&1--attentive&&0--aggressive&&0--agreeable","0","2","Biochemists must always be <u>alert</u> when it comes to the status of the many experiments and processes they track in the laboratory.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--consideration&&0--timing&&1--structure&&0--association","0","2","The <u>composition</u> of organic compounds normally includes carbon atoms.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--repress&&0--guide&&0--disprove&&0--stabilize","0","2","The experiment helped to prove that certain compounds <u>inhibit</u> the growth of cancer cells.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--metropolitan&&0--suburban&&0--industrious&&0--rural","0","2","Many large ________ cities have outgrown their water supplies and rely on water from distant sources.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--retire&&0--demolish&&0--withdraw&&1--lay down","0","2","After the connection between impure water and sickness was established in the 19th century, city planners began to ________ adequate sewer and water systems.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--promote&&1--offset&&0--endorse&&0--sanction","0","2","New York state taxes are used to ________ the high cost of operating a subway system in Manhattan and the outlying boroughs of New York City.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--mention&&0--assess&&0--thrive&&1--treat","0","2","“Soft” spaces such as gardens, parks, and courtyards allow city dwellers to ________ in an otherwise anonymous and unnatural environment.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--land&&0--geography&&1--environment&&0--substance","0","2","An ecosystem is a community of living organisms and the physical ________ in which they survive.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--Generally&&0--Understandably&&0--Indirectly&&0--Predictably","0","2","________, the size of a population within an ecosystem remains stable unless a major change, such as a sudden calamity, alters the balance of nature.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--varied&&0--hostile&&1--demanding&&0--altered","0","2","The environmental pressures prove to be too ________, it requires the development of adaptations in an organism that usually take thousands or even millions of years to come about.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--Carnivores&&0--Herbivores&&0--Reptiles&&0--Amphibians","0","2","________, such as wolves and bears, help hold down the size of their prey populations.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--Carnivores&&1--Herbivores&&0--Mammals&&0--Reptiles","0","2","________ depend on the health and abundance of edible plants that grow within their respective ecosystems.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--aggressive&&0--domesticated&&1--wild&&0--specialized","0","2","Since the resources within a particular area are limited, ________ animals must compete for food and shelter.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--pollination&&0--germination&&1--photosynthesis&&0--fission","0","2","Unlike animals, plants are able to make their own food through a process known as ________.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--creatures&&0--mammals&&0--rodents&&0--birds","0","2","To reproduce, many plants depend on small ________ like ants, bees, and beetles, which carry pollen grains from one plant to another.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--soil&&1--vegetation&&0--community&&0--maintenance","0","2","If the ________ within an area is lost, the animals that depend on it will starve or venture elsewhere.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","1--usually&&0--gradually&&0--suddenly&&0--stubbornly","0","2","The study of biochemistry <u>typically</u> involves advanced degrees and extensive lab work.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--present&&0--determined&&0--awakened&&1--accountable","0","2"," We cannot know for sure what was <u>responsible</u> for the experiment’s failure.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--modify&&0--follow&&1--outweigh&&0--manage","0","2","She thought the study’s long-term gains would <u>overshadow</u> its relatively poor results.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--Interestingly&&0--Invariably&&0--Equivocally&&1--Seemingly","0","2","<u>Apparently</u>, the discovery of the enzyme amylase in 1833 is what led to the formal, widespread study of biochemistry today.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--perspective&&0--initiation&&1--speed&&0--location","0","2","The <u>pace</u> of an experiment cannot be rushed if a biochemist wants to achieve effective results.","词汇","大学英语四级-词汇-选择题"
"","","","","","Multiple Choice","大学英语四级","选择题","0--display&&1--consider&&0--decide&&0--interfere","0","2","Biochemists <u>ponder</u> the structures and outcomes of chemical reactions taking place inside and outside of cells.","词汇","大学英语四级-词汇-选择题"
